transaction_id,timestamp,transaction_date,amount,merchant_category,transaction_type,city,country,channel,device_type,is_international,failed_attempts,is_fraud
TXN100562,2026-03-24 15:13:06,2026-03-24,466.72,Grocery,POS,Hyderabad,India,In-Store,Android,0,0,0
TXN100563,2026-04-21 03:48:24,2026-04-21,706.48,Entertainment,POS,Hyderabad,India,In-Store,Android,0,0,0
TXN100564,2026-05-24 15:43:55,2026-05-24,840.61,Travel,POS,Hyderabad,India,In-Store,iOS,0,0,0
TXN100565,2026-04-27 00:35:23,2026-04-27,4502.66,Jewelry,Bank Transfer,Pune,India,Digital,Android,0,0,0
TXN100566,2026-03-10 17:29:53,2026-03-10,5920.08,Electronics,POS,Mumbai,India,In-Store,iOS,0,0,0
TXN100567,2026-04-09 22:15:22,2026-04-09,440.05,Fashion,Online,Delhi,India,Digital,Android,0,0,0
TXN100568,2026-05-20 07:03:36,2026-05-20,189.32,Fashion,ATM,Pune,India,ATM,iOS,0,1,0
TXN100569,2026-01-25 00:30:14,2026-01-25,692.85,Grocery,ATM,Mumbai,India,ATM,Android,0,0,0
TXN100570,2026-06-29 21:48:57,2026-06-29,1064.71,Online Services,Bank Transfer,Jaipur,India,Digital,Windows,0,0,0
TXN100571,2026-05-03 13:57:38,2026-05-03,1060.81,Grocery,Mobile Wallet,Pune,India,Mobile,iOS,1,1,0
TXN100572,2026-02-22 04:35:08,2026-02-22,1025.19,Jewelry,POS,Kolkata,India,In-Store,Android,0,1,0
TXN100573,2026-05-31 23:39:26,2026-05-31,2106.38,Online Services,Online,Mumbai,India,Digital,Android,1,0,0
TXN100574,2026-05-24 21:55:16,2026-05-24,794.53,Food & Dining,Mobile Wallet,Ahmedabad,India,Mobile,Android,0,0,0
TXN100575,2026-02-26 09:54:59,2026-02-26,1300.73,Food & Dining,POS,Chennai,India,In-Store,iOS,0,0,0
TXN100576,2026-02-08 12:52:15,2026-02-08,1836.74,Entertainment,ATM,Chennai,India,ATM,Android,0,0,0
TXN100577,2026-04-19 13:00:06,2026-04-19,1307.06,Fashion,ATM,Pune,India,ATM,Android,0,1,0
TXN100578,2026-06-30 21:37:33,2026-06-30,1882.9,Entertainment,POS,Kolkata,India,In-Store,iOS,0,0,0
TXN100579,2026-02-11 17:42:48,2026-02-11,279.68,Grocery,Online,Kolkata,India,Digital,Windows,0,0,0
TXN100580,2026-06-16 09:55:39,2026-06-16,1201.82,Grocery,Bank Transfer,Chennai,India,Digital,Android,0,1,0
TXN100581,2026-05-22 09:39:45,2026-05-22,1317.95,Food & Dining,Bank Transfer,Mumbai,India,Digital,Android,0,0,1
TXN100582,2026-05-02 08:53:00,2026-05-02,960.57,Food & Dining,POS,Jaipur,India,In-Store,Android,0,0,0
TXN100583,2026-05-13 23:36:56,2026-05-13,679.85,Online Services,POS,Pune,India,In-Store,iOS,0,1,0
TXN100584,2026-06-12 00:26:49,2026-06-12,1585.96,Grocery,Online,Jaipur,India,Digital,Android,0,0,0
TXN100585,2026-03-16 18:24:13,2026-03-16,1209.97,Utilities,Online,Hyderabad,India,Digital,iOS,0,0,0
TXN100586,2026-05-26 23:44:41,2026-05-26,1051.45,Electronics,POS,Delhi,India,In-Store,Android,0,0,0
TXN100587,2026-03-17 07:49:01,2026-03-17,843.27,Fashion,POS,Bengaluru,India,In-Store,iOS,0,0,0
TXN100588,2026-01-09 08:20:09,2026-01-09,870.1,Travel,Mobile Wallet,Hyderabad,India,Mobile,Windows,0,0,0
TXN100589,2026-03-15 01:53:02,2026-03-15,594.48,Fashion,Bank Transfer,Lucknow,India,Digital,MacOS,0,0,0
TXN100590,2026-05-25 07:12:13,2026-05-25,749.58,Electronics,ATM,Ahmedabad,India,ATM,iOS,0,0,0
TXN100591,2026-01-07 21:25:54,2026-01-07,517.28,Food & Dining,POS,Bengaluru,India,In-Store,Android,0,0,0
TXN100592,2026-06-23 02:18:27,2026-06-23,804.53,Utilities,Online,Ahmedabad,India,Digital,Windows,0,0,0
TXN100593,2026-05-21 21:04:34,2026-05-21,1467.7,Fashion,Mobile Wallet,Pune,India,Mobile,Windows,0,0,0
TXN100594,2026-06-17 10:39:06,2026-06-17,2112.83,Food & Dining,POS,Hyderabad,India,In-Store,Android,0,0,0
TXN100595,2026-06-19 14:06:12,2026-06-19,1052.62,Online Services,Online,Kolkata,India,Digital,iOS,0,0,0
TXN100596,2026-05-17 20:01:24,2026-05-17,1029.59,Healthcare,POS,Chennai,India,In-Store,MacOS,0,0,0
TXN100597,2026-06-27 11:09:09,2026-06-27,1230.48,Food & Dining,Mobile Wallet,Chennai,India,Mobile,Windows,0,1,0
TXN100598,2026-01-27 07:38:46,2026-01-27,2408.31,Travel,Mobile Wallet,Jaipur,India,Mobile,Android,0,0,0
TXN100599,2026-05-02 23:48:32,2026-05-02,915.99,Online Services,Online,Bengaluru,India,Digital,iOS,0,0,0
TXN100600,2026-01-05 19:01:17,2026-01-05,1588.17,Food & Dining,Mobile Wallet,Lucknow,India,Mobile,Android,0,0,0
TXN100601,2026-01-29 01:34:55,2026-01-29,1475.07,Electronics,Online,Hyderabad,India,Digital,iOS,0,1,0
TXN100602,2026-06-14 10:52:49,2026-06-14,665.91,Travel,Online,Chennai,India,Digital,Windows,0,0,0
TXN100603,2026-06-15 13:19:07,2026-06-15,1930.15,Utilities,Mobile Wallet,Mumbai,India,Mobile,MacOS,0,1,0
TXN100604,2026-03-24 13:07:04,2026-03-24,208.98,Grocery,Mobile Wallet,Kolkata,India,Mobile,Android,0,0,0
TXN100605,2026-05-16 12:44:25,2026-05-16,2564.17,Jewelry,ATM,Ahmedabad,India,ATM,iOS,0,0,0
TXN100606,2026-04-19 07:05:53,2026-04-19,421.87,Electronics,ATM,Pune,India,ATM,Android,0,0,0
TXN100607,2026-03-06 16:46:50,2026-03-06,981.2,Utilities,Bank Transfer,Jaipur,India,Digital,Windows,0,2,0
TXN100608,2026-03-27 06:53:36,2026-03-27,2128.51,Fashion,Bank Transfer,Bengaluru,India,Digital,Windows,0,1,0
TXN100609,2026-05-25 15:17:06,2026-05-25,779.29,Food & Dining,Mobile Wallet,Delhi,India,Mobile,Android,0,0,0
TXN100610,2026-03-12 14:05:05,2026-03-12,1322.58,Online Services,POS,Chennai,India,In-Store,Windows,0,0,0
TXN100611,2026-02-14 17:12:02,2026-02-14,2156.26,Fashion,Mobile Wallet,Jaipur,India,Mobile,iOS,0,0,0
TXN100612,2026-05-12 20:31:54,2026-05-12,4810.59,Food & Dining,Mobile Wallet,Mumbai,India,Mobile,Windows,0,0,0
TXN100613,2026-02-05 00:31:21,2026-02-05,1083.51,Grocery,Online,Mumbai,India,Digital,Android,0,0,0
TXN100614,2026-03-11 10:59:27,2026-03-11,1266.27,Grocery,Mobile Wallet,Lucknow,India,Mobile,iOS,0,0,0
TXN100615,2026-06-08 13:09:25,2026-06-08,1132.71,Travel,POS,Bengaluru,India,In-Store,iOS,1,0,0
TXN100616,2026-01-19 22:00:11,2026-01-19,918.73,Healthcare,POS,Lucknow,India,In-Store,Android,0,0,0
TXN100617,2026-04-18 19:28:42,2026-04-18,373.69,Grocery,ATM,Bengaluru,India,ATM,Android,0,1,0
TXN100618,2026-06-16 06:56:46,2026-06-16,447.35,Grocery,Online,Chennai,India,Digital,Windows,0,1,0
TXN100619,2026-04-01 11:26:38,2026-04-01,1084.18,Fashion,POS,Hyderabad,India,In-Store,Android,0,1,0
TXN100620,2026-03-31 06:20:31,2026-03-31,1440.68,Entertainment,Mobile Wallet,Pune,India,Mobile,Android,0,1,0
TXN100621,2026-01-19 04:34:19,2026-01-19,3008.33,Healthcare,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100622,2026-02-08 09:00:43,2026-02-08,927.25,Electronics,POS,Ahmedabad,India,In-Store,Android,0,0,0
TXN100623,2026-05-06 11:45:16,2026-05-06,3725.43,Grocery,Mobile Wallet,Hyderabad,India,Mobile,Android,1,1,0
TXN100624,2026-06-22 17:54:46,2026-06-22,418.38,Jewelry,POS,Mumbai,India,In-Store,Android,0,0,0
TXN100625,2026-05-21 01:37:57,2026-05-21,1297.41,Travel,POS,Kolkata,India,In-Store,Windows,0,0,0
TXN100626,2026-05-06 10:59:13,2026-05-06,885.57,Online Services,POS,Pune,India,In-Store,MacOS,0,1,0
TXN100627,2026-02-27 01:22:02,2026-02-27,383.74,Online Services,POS,Chennai,India,In-Store,iOS,0,0,0
TXN100628,2026-05-28 01:18:06,2026-05-28,283.02,Utilities,ATM,Hyderabad,India,ATM,iOS,0,1,0
TXN100629,2026-03-02 09:06:06,2026-03-02,774.53,Electronics,Bank Transfer,Pune,India,Digital,Windows,0,1,0
TXN100630,2026-05-07 22:12:23,2026-05-07,822.34,Utilities,POS,Ahmedabad,India,In-Store,iOS,0,0,0
TXN100631,2026-04-15 08:53:26,2026-04-15,538.87,Utilities,Bank Transfer,Pune,India,Digital,Windows,0,0,0
TXN100632,2026-06-16 08:43:42,2026-06-16,2016.89,Entertainment,POS,Bengaluru,India,In-Store,MacOS,0,0,0
TXN100633,2026-01-01 03:23:25,2026-01-01,792.7,Fashion,POS,Jaipur,India,In-Store,iOS,0,0,0
TXN100634,2026-05-11 06:32:07,2026-05-11,498.03,Travel,ATM,Bengaluru,India,ATM,iOS,0,1,0
TXN100635,2026-04-02 05:07:23,2026-04-02,907.93,Grocery,Bank Transfer,Hyderabad,India,Digital,Android,0,0,0
TXN100636,2026-04-23 04:35:24,2026-04-23,661.81,Food & Dining,POS,Chennai,India,In-Store,,0,1,0
TXN100637,2026-06-02 07:50:02,2026-06-02,4095.24,Food & Dining,Online,Delhi,India,Digital,Android,0,1,0
TXN100638,2026-02-25 18:12:32,2026-02-25,852.18,Fashion,Online,Lucknow,India,Digital,iOS,0,1,0
TXN100639,2026-06-10 12:49:02,2026-06-10,526.27,Food & Dining,Online,Lucknow,India,Digital,MacOS,0,0,0
TXN100640,2026-06-15 17:08:12,2026-06-15,4089.12,Fashion,Online,Delhi,India,Digital,MacOS,0,0,0
TXN100641,2026-04-27 22:53:04,2026-04-27,1958.69,Entertainment,Bank Transfer,Pune,India,Digital,Android,0,0,0
TXN100642,2026-05-14 05:47:35,2026-05-14,1193.98,Online Services,Online,Delhi,India,Digital,Android,0,0,0
TXN100643,2026-02-27 23:15:47,2026-02-27,579.97,Electronics,Bank Transfer,Lucknow,India,Digital,Android,0,1,0
TXN100644,2026-02-13 16:46:12,2026-02-13,2024.81,Fashion,Online,Mumbai,India,Digital,Windows,0,0,0
TXN100645,2026-06-22 06:58:15,2026-06-22,340.11,Electronics,POS,Ahmedabad,India,In-Store,Windows,0,0,0
TXN100646,2026-06-09 10:45:24,2026-06-09,1909.54,Entertainment,POS,Lucknow,India,In-Store,iOS,0,0,0
TXN100647,2026-06-22 13:40:41,2026-06-22,1339.56,Healthcare,Online,Lucknow,India,Digital,iOS,0,0,0
TXN100648,2026-03-02 14:26:43,2026-03-02,2421.27,Jewelry,Mobile Wallet,Mumbai,India,Mobile,Windows,0,0,0
TXN100649,2026-02-16 18:59:39,2026-02-16,165.94,Travel,Online,Lucknow,India,Digital,Android,1,0,0
TXN100650,2026-05-29 04:26:12,2026-05-29,525.06,Jewelry,POS,Pune,India,In-Store,Android,0,0,0
TXN100651,2026-03-21 06:22:07,2026-03-21,492.86,Grocery,Mobile Wallet,Mumbai,India,Mobile,Android,0,0,0
TXN100652,2026-04-28 18:30:30,2026-04-28,448.39,Entertainment,ATM,Ahmedabad,India,ATM,Android,0,0,0
TXN100653,2026-06-13 14:32:27,2026-06-13,1540.73,Grocery,Online,Chennai,India,Digital,iOS,0,1,0
TXN100654,2026-05-27 23:56:50,2026-05-27,865.9,Online Services,POS,Bengaluru,India,In-Store,Android,0,0,0
TXN100655,2026-01-20 19:18:38,2026-01-20,546.17,Food & Dining,Bank Transfer,Chennai,India,Digital,Windows,0,0,0
TXN100656,2026-05-26 12:34:43,2026-05-26,453.76,Entertainment,Mobile Wallet,Mumbai,India,Mobile,Android,0,1,0
TXN100657,2026-02-16 22:35:26,2026-02-16,508.3,Online Services,Mobile Wallet,Mumbai,India,Mobile,Android,0,0,0
TXN100658,2026-02-18 03:23:25,2026-02-18,2192.13,Electronics,POS,Hyderabad,India,In-Store,Android,0,0,0
TXN100659,2026-01-14 03:32:28,2026-01-14,1039.66,Grocery,Mobile Wallet,Jaipur,India,Mobile,MacOS,0,1,0
TXN100660,2026-05-23 05:51:37,2026-05-23,2132.6,Online Services,Online,Jaipur,India,Digital,Windows,0,0,0
TXN100661,2026-06-08 00:51:32,2026-06-08,9244.08,Travel,Online,Mumbai,India,Digital,,0,0,0
TXN100662,2026-01-01 14:48:31,2026-01-01,1081.08,Grocery,Bank Transfer,Bengaluru,India,Digital,Android,0,0,0
TXN100663,2026-04-27 06:18:12,2026-04-27,352.97,Food & Dining,Online,Hyderabad,India,Digital,Windows,0,2,0
TXN100664,2026-02-23 06:37:42,2026-02-23,982.77,Entertainment,Online,Delhi,India,Digital,Android,0,1,0
TXN100665,2026-04-28 22:05:07,2026-04-28,4930.88,Grocery,Online,Kolkata,India,Digital,Android,0,0,0
TXN100666,2026-01-03 22:15:52,2026-01-03,2615.98,Travel,POS,Bengaluru,India,In-Store,Android,0,0,0
TXN100667,2026-05-24 19:34:29,2026-05-24,654.04,Grocery,Bank Transfer,Mumbai,India,Digital,iOS,0,0,0
TXN100668,2026-01-12 01:22:06,2026-01-12,859.86,Fashion,ATM,Mumbai,India,ATM,Android,0,0,0
TXN100669,2026-03-15 01:06:09,2026-03-15,2038.59,Online Services,Online,Bengaluru,India,Digital,Android,0,1,0
TXN100670,2026-01-16 09:55:33,2026-01-16,1609.46,Jewelry,POS,Pune,India,In-Store,Android,0,0,0
TXN100671,2026-04-12 19:24:15,2026-04-12,2056.05,Entertainment,Mobile Wallet,Hyderabad,India,Mobile,MacOS,0,0,0
TXN100672,2026-06-01 11:35:43,2026-06-01,905.75,Electronics,Bank Transfer,Mumbai,India,Digital,iOS,0,0,0
TXN100673,2026-06-05 11:04:36,2026-06-05,1496.49,Online Services,POS,Kolkata,India,In-Store,Android,0,0,0
TXN100674,2026-04-27 05:38:43,2026-04-27,859.02,Food & Dining,Mobile Wallet,Delhi,India,Mobile,Windows,0,0,0
TXN100675,2026-01-08 04:33:48,2026-01-08,3343.41,Electronics,Bank Transfer,Chennai,India,Digital,Android,0,0,0
TXN100676,2026-05-02 09:36:18,2026-05-02,323.42,Online Services,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100677,2026-04-02 17:49:00,2026-04-02,324.22,Utilities,Online,Kolkata,India,Digital,iOS,0,0,0
TXN100678,2026-06-13 23:17:09,2026-06-13,619.11,Healthcare,Online,Ahmedabad,India,Digital,Android,0,0,1
TXN100679,2026-03-31 01:46:04,2026-03-31,637.34,Healthcare,Bank Transfer,Lucknow,India,Digital,Android,0,0,0
TXN100680,2026-05-16 09:49:09,2026-05-16,323.36,Electronics,Online,Pune,India,Digital,MacOS,1,0,0
TXN100681,2026-03-01 00:11:31,2026-03-01,279.99,Electronics,POS,Kolkata,India,In-Store,Android,0,0,0
TXN100682,2026-06-27 18:27:47,2026-06-27,2578.08,Healthcare,Online,Jaipur,India,Digital,MacOS,0,0,0
TXN100683,2026-01-28 12:44:56,2026-01-28,959.49,Electronics,Mobile Wallet,Pune,India,Mobile,Android,0,0,0
TXN100684,2026-04-11 15:51:02,2026-04-11,903.13,Fashion,POS,Jaipur,India,In-Store,MacOS,0,1,0
TXN100685,2026-02-10 22:09:22,2026-02-10,1147.15,Utilities,Mobile Wallet,Delhi,India,Mobile,iOS,0,0,0
TXN100686,2026-06-04 03:51:01,2026-06-04,3938.36,Utilities,Mobile Wallet,Delhi,India,Mobile,iOS,0,1,0
TXN100687,2026-05-25 17:45:28,2026-05-25,1203.56,Food & Dining,Online,Delhi,India,Digital,Android,0,0,0
TXN100688,2026-06-10 23:07:11,2026-06-10,1003.26,Utilities,POS,Pune,India,In-Store,Android,1,0,1
TXN100689,2026-06-06 11:29:07,2026-06-06,658.48,Online Services,Online,Delhi,India,Digital,iOS,0,0,0
TXN100690,2026-05-21 00:52:01,2026-05-21,1770.77,Entertainment,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,0
TXN100691,2026-02-15 23:16:33,2026-02-15,1041.59,Electronics,POS,Ahmedabad,India,In-Store,Android,0,0,0
TXN100692,2026-02-04 07:49:24,2026-02-04,4112.12,Travel,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100693,2026-05-14 07:04:51,2026-05-14,964.29,Travel,Online,Hyderabad,India,Digital,Android,0,1,1
TXN100694,2026-03-23 16:27:02,2026-03-23,2455.58,Grocery,POS,Jaipur,India,In-Store,Windows,0,1,0
TXN100695,2026-04-25 06:26:05,2026-04-25,620.89,Travel,Mobile Wallet,Ahmedabad,India,Mobile,Windows,1,1,0
TXN100696,2026-02-16 01:02:28,2026-02-16,616.05,Electronics,Bank Transfer,Mumbai,India,Digital,Android,0,0,0
TXN100697,2026-06-02 07:22:33,2026-06-02,254.31,Food & Dining,Mobile Wallet,Ahmedabad,India,Mobile,Windows,1,0,0
TXN100698,2026-01-10 16:46:20,2026-01-10,2070.56,Online Services,POS,Mumbai,India,In-Store,iOS,0,0,0
TXN100699,2026-02-25 12:18:51,2026-02-25,1063.6,Grocery,Online,Hyderabad,India,Digital,Windows,0,0,0
TXN100700,2026-01-30 10:59:20,2026-01-30,1829.23,Healthcare,Mobile Wallet,Lucknow,India,Mobile,Android,0,0,0
TXN100701,2026-04-19 14:57:45,2026-04-19,4259.65,Healthcare,Online,Pune,India,Digital,Android,0,0,0
TXN100702,2026-01-05 12:58:06,2026-01-05,557.06,Grocery,Mobile Wallet,Kolkata,India,Mobile,Windows,0,0,0
TXN100703,2026-04-29 21:05:10,2026-04-29,493.55,Online Services,POS,Lucknow,India,In-Store,Windows,0,0,0
TXN100704,2026-02-02 01:17:55,2026-02-02,584.23,Food & Dining,Online,Hyderabad,India,Digital,Windows,0,0,0
TXN100705,2026-04-28 18:31:46,2026-04-28,203.81,Fashion,Bank Transfer,Ahmedabad,India,Digital,Android,0,0,0
TXN100706,2026-03-06 21:39:46,2026-03-06,939.58,Utilities,Mobile Wallet,Ahmedabad,India,Mobile,Android,1,0,0
TXN100707,2026-05-26 21:10:16,2026-05-26,2224.66,Travel,Mobile Wallet,Jaipur,India,Mobile,Android,0,0,0
TXN100708,2026-06-26 02:47:48,2026-06-26,1140.51,Healthcare,Online,Pune,India,Digital,MacOS,0,0,0
TXN100709,2026-01-11 15:07:40,2026-01-11,312.08,Grocery,Online,Hyderabad,India,Digital,Android,0,0,0
TXN100710,2026-03-26 12:53:38,2026-03-26,824.27,Online Services,POS,Delhi,India,In-Store,MacOS,0,1,0
TXN100711,2026-01-26 07:16:46,2026-01-26,1212.13,Fashion,ATM,Kolkata,India,ATM,MacOS,0,0,0
TXN100712,2026-03-04 00:04:47,2026-03-04,2368.49,Entertainment,Bank Transfer,Lucknow,India,Digital,Android,0,1,0
TXN100713,2026-03-27 06:12:17,2026-03-27,2073.88,Electronics,Online,Bengaluru,India,Digital,Windows,0,2,0
TXN100714,2026-02-28 05:44:26,2026-02-28,831.82,Healthcare,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,0
TXN100715,2026-01-27 00:19:21,2026-01-27,830.64,Utilities,ATM,Bengaluru,India,ATM,Android,0,0,0
TXN100716,2026-06-26 10:45:51,2026-06-26,1763.94,Food & Dining,Mobile Wallet,Hyderabad,India,Mobile,Windows,0,0,1
TXN100717,2026-06-10 22:47:43,2026-06-10,682.22,Entertainment,POS,Delhi,India,In-Store,Android,0,1,0
TXN100718,2026-04-08 04:05:58,2026-04-08,2173.93,Food & Dining,POS,Chennai,India,In-Store,Android,0,1,0
TXN100719,2026-04-15 18:16:20,2026-04-15,647.3,Online Services,Mobile Wallet,Bengaluru,India,Mobile,iOS,0,0,0
TXN100720,2026-04-09 00:52:58,2026-04-09,3792.99,Food & Dining,ATM,Lucknow,India,ATM,iOS,0,0,0
TXN100721,2026-05-09 08:50:31,2026-05-09,1323.74,Online Services,Mobile Wallet,Chennai,India,Mobile,Android,0,0,0
TXN100722,2026-05-29 00:36:16,2026-05-29,228.67,Utilities,Mobile Wallet,Kolkata,India,Mobile,Android,0,0,0
TXN100723,2026-02-24 09:20:54,2026-02-24,1830.51,Fashion,Bank Transfer,Jaipur,India,Digital,Android,0,0,0
TXN100724,2026-01-06 07:23:47,2026-01-06,1344.63,Electronics,POS,Delhi,India,In-Store,MacOS,0,0,0
TXN100725,2026-04-05 14:35:50,2026-04-05,1617.96,Fashion,Online,Jaipur,India,Digital,iOS,0,1,0
TXN100726,2026-05-13 12:28:30,2026-05-13,6644.28,Utilities,Online,Lucknow,India,Digital,iOS,0,1,0
TXN100727,2026-04-12 16:10:51,2026-04-12,889.78,Electronics,Online,Pune,India,Digital,Android,0,1,0
TXN100728,2026-01-03 09:50:22,2026-01-03,316.72,Food & Dining,Online,Pune,India,Digital,iOS,0,0,0
TXN100729,2026-06-30 03:19:44,2026-06-30,3023.08,Utilities,Online,Bengaluru,India,Digital,iOS,0,0,0
TXN100730,2026-01-23 17:03:06,2026-01-23,264.11,Fashion,POS,Lucknow,India,In-Store,Android,0,1,1
TXN100731,2026-02-22 23:08:11,2026-02-22,603.58,Entertainment,POS,Jaipur,India,In-Store,iOS,0,0,0
TXN100732,2026-06-14 01:58:55,2026-06-14,1134.19,Travel,POS,Hyderabad,India,In-Store,Android,0,1,0
TXN100733,2026-03-24 00:05:20,2026-03-24,534.32,Grocery,Online,Chennai,India,Digital,Windows,0,1,0
TXN100734,2026-05-25 06:01:24,2026-05-25,4822.86,Utilities,Online,Bengaluru,India,Digital,MacOS,0,0,0
TXN100735,2026-03-26 15:31:53,2026-03-26,983.74,Grocery,Bank Transfer,Chennai,India,Digital,Android,0,0,0
TXN100736,2026-03-19 06:04:49,2026-03-19,3746.8,Travel,POS,Ahmedabad,India,In-Store,iOS,0,0,0
TXN100737,2026-04-20 13:34:59,2026-04-20,158.0,Online Services,POS,Ahmedabad,India,In-Store,Windows,0,0,0
TXN100738,2026-01-01 02:59:30,2026-01-01,1176.01,Fashion,ATM,Ahmedabad,India,ATM,MacOS,0,0,0
TXN100739,2026-02-20 10:55:21,2026-02-20,525.01,Jewelry,Bank Transfer,Pune,India,Digital,Android,0,0,0
TXN100740,2026-06-22 23:52:42,2026-06-22,699.23,Jewelry,POS,Mumbai,India,In-Store,MacOS,0,0,0
TXN100741,2026-01-04 11:36:17,2026-01-04,1889.51,Travel,ATM,Lucknow,India,ATM,Windows,0,0,0
TXN100742,2026-04-23 12:50:50,2026-04-23,1659.74,Grocery,Mobile Wallet,Pune,India,Mobile,iOS,0,0,0
TXN100743,2026-02-01 20:17:14,2026-02-01,1442.67,Healthcare,Mobile Wallet,Lucknow,India,Mobile,Android,0,0,0
TXN100744,2026-02-03 11:08:50,2026-02-03,400.92,Food & Dining,POS,Kolkata,India,In-Store,iOS,0,1,1
TXN100745,2026-04-02 22:45:31,2026-04-02,2832.59,Grocery,ATM,Jaipur,India,ATM,Android,0,0,0
TXN100746,2026-04-05 13:42:26,2026-04-05,544.24,Healthcare,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100747,2026-03-13 00:42:17,2026-03-13,3324.62,Grocery,POS,Ahmedabad,India,In-Store,iOS,0,0,1
TXN100748,2026-02-08 23:32:42,2026-02-08,1794.6,Online Services,Mobile Wallet,Kolkata,India,Mobile,iOS,0,0,0
TXN100749,2026-06-03 04:13:36,2026-06-03,2501.55,Electronics,POS,Delhi,India,In-Store,Android,0,0,0
TXN100750,2026-06-11 23:22:29,2026-06-11,1189.62,Grocery,Mobile Wallet,Mumbai,India,Mobile,iOS,0,1,0
TXN100751,2026-04-28 00:50:09,2026-04-28,287.37,Electronics,POS,Delhi,India,In-Store,MacOS,0,0,0
TXN100752,2026-01-03 08:08:47,2026-01-03,825.18,Jewelry,Mobile Wallet,Pune,India,Mobile,Android,0,1,0
TXN100753,2026-05-03 03:56:49,2026-05-03,4280.71,Healthcare,ATM,Delhi,India,ATM,iOS,0,0,0
TXN100754,2026-02-19 13:27:23,2026-02-19,2119.13,Utilities,Online,Lucknow,India,Digital,iOS,0,0,0
TXN100755,2026-01-12 04:10:29,2026-01-12,774.27,Fashion,ATM,Hyderabad,India,ATM,Android,0,0,0
TXN100756,2026-02-23 18:46:53,2026-02-23,3111.7,Fashion,Online,Lucknow,India,Digital,Android,0,0,0
TXN100757,2026-05-13 22:04:03,2026-05-13,1374.03,Electronics,Online,Bengaluru,India,Digital,Windows,0,0,0
TXN100758,2026-02-26 15:49:57,2026-02-26,4081.63,Food & Dining,Bank Transfer,Pune,India,Digital,Android,0,0,0
TXN100759,2026-05-25 17:22:39,2026-05-25,1029.29,Food & Dining,Online,Ahmedabad,India,Digital,iOS,0,0,0
TXN100760,2026-04-22 18:01:32,2026-04-22,868.29,Entertainment,Bank Transfer,Pune,India,Digital,iOS,0,1,0
TXN100761,2026-02-16 19:33:29,2026-02-16,2417.61,Travel,Online,Delhi,India,Digital,iOS,0,0,0
TXN100762,2026-05-31 02:23:55,2026-05-31,1341.58,Jewelry,Online,Chennai,India,Digital,Android,0,0,0
TXN100763,2026-03-26 09:11:05,2026-03-26,1713.02,Electronics,Mobile Wallet,Pune,India,Mobile,iOS,0,0,0
TXN100764,2026-05-22 09:23:03,2026-05-22,550.0,Jewelry,POS,Jaipur,India,In-Store,Android,0,0,0
TXN100765,2026-03-07 09:29:12,2026-03-07,2798.85,Grocery,ATM,Pune,India,ATM,Windows,0,2,0
TXN100766,2026-03-16 16:19:01,2026-03-16,2406.26,Food & Dining,ATM,Lucknow,India,ATM,Android,0,0,0
TXN100767,2026-06-28 14:18:22,2026-06-28,3233.25,Fashion,POS,Chennai,India,In-Store,Windows,0,1,0
TXN100768,2026-04-13 08:04:52,2026-04-13,369.51,Fashion,Mobile Wallet,Mumbai,India,Mobile,Windows,0,0,0
TXN100769,2026-06-15 04:54:13,2026-06-15,432.6,Food & Dining,Bank Transfer,Lucknow,India,Digital,Android,0,0,0
TXN100770,2026-02-07 11:14:29,2026-02-07,603.35,Fashion,POS,Chennai,India,In-Store,Windows,0,0,0
TXN100771,2026-02-19 16:35:54,2026-02-19,905.53,Fashion,Mobile Wallet,Chennai,India,Mobile,iOS,0,1,0
TXN100772,2026-04-08 08:19:38,2026-04-08,377.53,Healthcare,Online,Pune,India,Digital,Android,0,1,0
TXN100773,2026-03-23 11:59:29,2026-03-23,1825.89,Healthcare,POS,Kolkata,India,In-Store,MacOS,0,1,0
TXN100774,2026-01-30 13:24:47,2026-01-30,772.3,Online Services,Mobile Wallet,Hyderabad,India,Mobile,iOS,0,0,0
TXN100775,2026-03-20 15:12:25,2026-03-20,2995.23,Travel,ATM,Kolkata,India,ATM,Android,0,0,0
TXN100776,2026-04-01 01:32:23,2026-04-01,5878.94,Entertainment,Bank Transfer,Chennai,India,Digital,MacOS,0,0,0
TXN100777,2026-06-28 15:39:52,2026-06-28,681.82,Food & Dining,ATM,Pune,India,ATM,Android,0,0,0
TXN100778,2026-02-21 05:51:07,2026-02-21,593.58,Fashion,Mobile Wallet,Hyderabad,India,Mobile,Windows,0,0,0
TXN100779,2026-06-15 14:10:33,2026-06-15,1993.85,Food & Dining,Mobile Wallet,Ahmedabad,India,Mobile,Android,0,0,0
TXN100780,2026-03-20 12:34:16,2026-03-20,1185.1,Travel,Online,Jaipur,India,Digital,iOS,0,0,0
TXN100781,2026-01-30 19:15:45,2026-01-30,1474.0,Electronics,Online,Delhi,India,Digital,Android,0,0,0
TXN100782,2026-04-16 06:09:51,2026-04-16,3176.44,Electronics,POS,Hyderabad,India,In-Store,iOS,0,0,0
